text	NE_begin	NE_end	NE_id	sentence	work title	Identifier	MiMoTextBase_ID	Wikidata	type
Baasner_1988a	2718	2736	166020	16	Thérèse philosophe	Therese_Boyer		Q1507191	Literary work
Baasner_1988a	6755	6774	166214	33	Burlador de Sevilla	Burlador_Molina		Q2714218	Literary work
Baasner_1988a	10229	10254	165966	56	Die beiden Don-Juan-Typen	Don-Juan_Weinstein			WORK
Baasner_1988a	15791	15800	167465	91	Libertine	Libertine_Dacre		Q25218042	Literary work
Baasner_1988a	16778	16800	166394	96	Die verführte Unschuld	Unschuld_Petriconi			WORK
Baasner_1988a	19433	19466	166424	107	Egarements du cœur et de l'esprit	Egarements_Crebillon		Q3236531	Literary work
Baasner_1988a	21045	21064	166446	115	Princesse de Clèves	Princesse_Fayette		Q1157010	Literary work
Baasner_1988a	23148	23166	166476	126	La vie de Marianne	Marianne_Marivaux		Q3213603	Literary work
Baasner_1988a	23182	23199	166498	126	Le paysan parvenu	Parvenu_Marivaux		Q3225376	Literary work
Baasner_1988a	23352	23378	166520	127	Pamela, or virtue rewarded	Pamela_Richardson		Q2048624	Literary work
Baasner_1988a	24192	24231	166542	133	Clarissa or The History of a Young Lady	Clarissa_Richardson		Q980534	Literary work
Baasner_1988a	30216	30222	166564	172	Pamela	Pamela_Richardson		Q2048624	Literary work
Baasner_1988a	32559	32597	166602	184	Geschichte des Fräuleins von Sternheim	Sternheim_Roche		Q1517346	Literary work
Baasner_1988a	32823	32848	166656	185	an seinen Freund in Paris				Literary work
Baasner_1988a	43082	43089	166694	247	Agathon	Agathon_Wieland		Q1517277	Literary work
Baasner_1988a	43456	43486	166732	249	Floricourt, histoire française	Floricourt_Dorat	Q1441		Literary work
Baasner_1988a	45615	45635	166762	266	Liaisons dangereuses	Liaisons_Laclos	Q1053	Q862050	Literary work
Baasner_1988a	48750	48770	166860	286	Liaisons dangereuses	Liaisons_Laclos	Q1053	Q862050	Literary work
Baasner_1988a	53200	53223	166906	311	Tagebuch des Verführers	Seducteur_Kierkegaard		Q12311959	Literary work
Baasner_1988a	56191	56218	166928	330	Philosophie dans le boudoir	Boudoir_Sade	Q1086	Q1215417	Literary work
Baasner_1988a	56309	56325	166972	330	Aline et Valcour	Aline_Sade	Q1085	Q629452	Literary work
Baasner_1988a	56334	56350	166950	331	Aline et Valcour	Aline_Sade	Q1085	Q629452	Literary work
Baasner_1988a	61419	61435	167002	364	Aline et Valcour	Aline_Sade	Q1085	Q629452	Literary work
Baasner_1988a	61522	61549	167024	364	Philosophie dans le boudoir	Boudoir_Sade	Q1086	Q1215417	Literary work
Baasner_1988a	62370	62397	167054	368	Philosophie dans le boudoir	Boudoir_Sade	Q1086	Q1215417	Literary work
Baasner_1988a	63449	63465	167076	374	Aline et Valcour	Aline_Sade	Q1085	Q629452	Literary work
Baasner_1988a	66901	66915	167106	396	Le monde moral	Monde_Prevost	Q1413		Literary work
Baasner_1988a	67525	67539	167136	400	William Lovell	Lovell_Tieck		Q2579763	Literary work
Baasner_1988a	67632	67639	167158	400	Agathon	Agathon_Wieland		Q1517277	Literary work
Baasner_1988a	72342	72362	167188	424	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Baasner_1988a	75242	75262	167218	445	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Baasner_1988a	76109	76129	167240	448	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Bauer-Funke_1998b	1120	1132	387845	12	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	1801	1813	387867	16	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	7032	7044	387881	51	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	8301	8313	387895	60	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	9750	9762	387917	69	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	10638	10650	387939	76	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	10787	10799	387961	78	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	11341	11363	387983	84	Pensées philosophiques	Pensees_Diderot		Q3374872	WORK
Bauer-Funke_1998b	11397	11449	388005	84	Lettre sur les aveugles à l'usage de ceux qui voient	Aveugles_Diderot		Q3236989	WORK
Bauer-Funke_1998b	11637	11715	388027	85	Lettres sur les sourds et muets à l'usage de ceux qui entendent et qui parlent	Sourds_Diderot		Q24969469	WORK
Bauer-Funke_1998b	11806	11843	388049	86	Entretien entre d'Alembert et Diderot	D'Alembert_Diderot		Q19168285	WORK
Bauer-Funke_1998b	11845	11866	388071	86	Le rêve de d'Alembert	Reve_Diderot		Q3226802	WORK
Bauer-Funke_1998b	11871	11894	388093	86	La suite de l'entretien	Suite_Diderot			WORK
Bauer-Funke_1998b	13241	13256	388107	99	Le fils naturel	Fils_Diderot	Q2328	Q3222842	Literary work
Bauer-Funke_1998b	13331	13358	388129	100	comédie larmoyante Mélanide	Melanide_Chaussee			Literary work
Bauer-Funke_1998b	13691	13721	388159	103	Entretiens sur le fils naturel	Dorval_Diderot			WORK
Bauer-Funke_1998b	13858	13876	388181	104	Le père de famille	Pere_Diderot		Q3226137	Literary work
Bauer-Funke_1998b	14193	14226	388203	107	Discours sur la poésie dramatique	Dramatique_Diderot			WORK
Bauer-Funke_1998b	14518	14542	388225	109	Paradoxe sur le comédien	Paradoxe_Diderot		Q3363343	WORK
Bauer-Funke_1998b	14723	14750	388247	110	Est-il bon? Est-il méchant?	Bon_Diderot		Q3058772	Literary work
Bauer-Funke_1998b	14936	14961	388269	113	Correspondance littéraire	Correspondance_Diderot		Q1135325	WORK
Bauer-Funke_1998b	15098	15104	388291	114	Salons	Salons_Diderot		Q3470190	WORK
Bauer-Funke_1998b	16030	16065	388305	120	Life and Opinions of Tristram Shandy	Tristram_Sterne		Q1164083	Literary work
Bauer-Funke_1998b	16209	16230	388327	121	Les bijoux indiscrets	Bijoux_Diderot		Q1218663	Literary work
Bauer-Funke_1998b	16606	16619	388349	124	La religieuse	Religieuse_Diderot	Q1089	Q1209658	Literary work
Bauer-Funke_1998b	17515	17549	388371	132	Le neveu de Rameau, satire seconde	Neveu_Diderot		Q1336786	Literary work
Bauer-Funke_1998b	18401	18435	388393	139	Jacques le fataliste et son maître	Fataliste_Diderot	Q1088	Q945216	Literary work
Bauer-Funke_1998b	19532	19558	388415	148	Les deux amis de Bourgogne	Bourbonne_Diderot		Q3231984	Literary work
Bauer-Funke_1998b	19766	19802	388437	149	Supplément au voyage de Bougainville	Supplement_Diderot	Q1091	Q1765222	Literary work
Bauer-Funke_1998b	19811	19834	388459	149	Ceci n'est pas un conte	Conte_Diderot		Q2943673	Literary work
Bauer-Funke_1998b	19846	19864	388481	149	Mme de la Carlière	Carliere_Diderot			Literary work
Bauer-Funke_1998b	19892	19928	388503	150	Supplément au voyage de Bougainville	Supplement_Diderot	Q1091	Q1765222	Literary work
Bauer-Funke_1998b	20021	20043	388525	150	Voyage autour du monde	Voyage_Bougainville		Q3563322	WORK
Bauer-Funke_1998b	20273	20298	388555	152	„Les adieux du vieillard“	Supplement_Diderot	Q1091	Q1765222	Literary work
Bauer-Funke_1998b	20455	20492	388577	153	„L'entretien de l'aumônier et d'Orou“	Supplement_Diderot	Q1091	Q1765222	Literary work
Bauer-Funke_1998b	20700	20725	388607	155	„Discours de Polly Baker“	Supplement_Diderot	Q1091	Q1765222	Literary work
Bauer-Funke_1998b	21131	21154	388629	157	Ceci n'est pas un conte	Conte_Diderot		Q2943673	Literary work
Bauer-Funke_1998b	21552	21570	388651	160	Mme de la Carlière	Carliere_Diderot			Literary work
Bauer-Funke_1998b	22312	22324	388695	165	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	22385	22397	388717	166	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	22444	22456	388739	167	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	22484	22594	388761	168	Encyclopédie ou Dictonnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	23126	23138	388783	171	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	23426	23438	388805	173	Dictionnaire	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	23449	23472	388827	173	Dictionnaire de Trévoux	Trevoux_Collectif		Q1210345	WORK
Bauer-Funke_1998b	23505	23517	388849	173	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	23563	23622	388879	174	Cyclopaedia or an Universal Dictionary of Arts and Sciences	Cyclopaedia_Chambers		Q1147582	WORK
Bauer-Funke_1998b	23776	23788	388901	175	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	24657	24676	388923	183	„Essai sur le goût“	Gout_Montesquieu		Q18214696	WORK
Bauer-Funke_1998b	24811	24823	388945	186	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	24860	24883	388967	186	Eléments de littérature	Elements_Marmontel			WORK
Bauer-Funke_1998b	25358	25368	388989	191	Prospectus	Prospectus_Diderot		Q19225741	WORK
Bauer-Funke_1998b	25414	25426	389011	191	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	25538	25559	389033	193	Discours préliminaire	Discours_d'Alembert		Q3030210	WORK
Bauer-Funke_1998b	25594	25606	389055	193	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	26107	26143	389077	197	Discours préliminaire von d'Alembert	Discours_d'Alembert		Q3030210	WORK
Bauer-Funke_1998b	26345	26357	389099	198	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	26455	26467	389121	199	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	26608	26620	389143	201	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	26719	26731	389165	203	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	26903	26915	389187	206	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	27045	27057	389209	207	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	27130	27142	389231	208	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	27195	27207	389253	209	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	27274	27286	389283	210	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	27344	27356	389313	210	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	27605	27617	389335	212	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	27718	27730	389357	213	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	27785	27800	389379	213	Les philosophes	Philosophes_Palissot		Q111842964	Literary work
Bauer-Funke_1998b	28114	28126	389417	216	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	28662	28674	389439	220	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	28676	28686	389461	220	„fermiers“	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	28689	28697	389483	220	„grains“	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	28736	28754	389505	220	Tableau économique	Tableau_Quesnay		Q1747160	WORK
Bauer-Funke_1998b	29043	29111	389527	222	Le commerce et le gouvernement considérés relativement l'un à l'autre	Commerce_Condillac		Q19192748	WORK
Bauer-Funke_1998b	29463	29568	389549	225	L'histoire philosophique et politique des établissements et du commerce des Européens dans les deux Indes	Indes_Raynal		Q3137499	WORK
Bauer-Funke_1998b	29801	29813	389571	227	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	30027	30073	389593	229	Essai sur l’origine des connaissances humaines	Connaissances_Mortier		Q19169688	WORK
Bauer-Funke_1998b	30106	30136	389615	229	Concerning Human Understanding	Essay_Locke		Q482438	WORK
Bauer-Funke_1998b	30308	30329	389637	231	Traité des sensations	Sensations_Condillac		Q19235527	WORK
Bauer-Funke_1998b	30500	30520	389659	232	Système de la nature	Systeme_Holbach		Q1111930	WORK
Bauer-Funke_1998b	30959	30974	389681	235	L'homme-machine	Machine_Mettrie		Q3203583	WORK
Bauer-Funke_1998b	31043	31053	389703	236	De Tesprit	L'Esprit_Helvetius		Q19955995	WORK
Bauer-Funke_1998b	31383	31401	389717	239	Histoire naturelle	Histoire_Buffon		Q3138032	WORK
Bauer-Funke_1998b	31660	31681	389739	243	Discours sur le style	Discours_Buffon		Q19165818	WORK
Bauer-Funke_1998b	31758	31801	389753	244	Histoire naturelle générale et particulière	Histoire_Buffon		Q3138032	WORK
Bauer-Funke_1998b	31886	31905	389775	245	Théorie de la Terre	Theorie_Delametherie		Q33083153	WORK
Bauer-Funke_1998b	31923	31952	389805	245	Histoire naturelle de l'homme	Histoire_Buffon		Q3138032	WORK
Bauer-Funke_1998b	31984	32026	389827	246	Histoire naturelle des animaux quadrupèdes	Histoire_Buffon		Q3138032	WORK
Bauer-Funke_1998b	32053	32083	389849	246	Histoire naturelle des oiseaux	Histoire_Buffon		Q3138032	WORK
Bauer-Funke_1998b	32112	32143	389871	246	Histoire naturelle des minéraux	Histoire_Buffon		Q3138032	WORK
Bauer-Funke_1998b	32180	32191	389893	247	Suppléments	Histoire_Buffon		Q3138032	WORK
Bauer-Funke_1998b	32226	32247	389915	247	Discours sur le style	Discours_Buffon		Q19165818	WORK
Bauer-Funke_1998b	32350	32368	389937	249	Histoire naturelle	Histoire_Buffon		Q3138032	WORK
Bauer-Funke_1998b	32383	32395	389959	249	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	32699	32717	389981	251	Histoire naturelle	Histoire_Buffon		Q3138032	WORK
Bauer-Funke_1998b	33052	33064	390003	253	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	33084	33102	390025	254	Histoire naturelle	Histoire_Buffon		Q3138032	WORK
Bauer-Funke_1998b	33466	33478	390039	258	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	34255	34308	390061	262	Nouveau mémoire pour servir à l'histoire des Cacouacs	Cacouacs_Moreau	Q1368	Q15891964	WORK
Bauer-Funke_1998b	34569	34584	390083	265	Les philosophes	Philosophes_Palissot		Q111842964	Literary work
Bauer-Funke_1998b	34814	34836	390113	268	Le café ou L'Ecossaise	Cafe_Voltaire		Q3220742	Literary work
Bauer-Funke_1998b	35032	35044	390135	271	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	36108	36126	390157	277	Le diable amoureux	Diable_Cazotte	Q1040	Q1994609	WORK
Bauer-Funke_1998b	37718	37734	390209	294	La serva padrona	Serva_Pergolesi		Q378237	Literary work
Bauer-Funke_1998b	39460	39479	390223	310	théâtres de société				Literary work
Bauer-Funke_1998b	43449	43465	390245	342	L'art du théâtre	Theatre_Riccoboni			WORK
Bauer-Funke_1998b	44946	44964	390281	354	Le siége de Calais	Siege_Tencin		Q3227229	Literary work
Bauer-Funke_1998b	45434	45452	390259	361	Le siège de Calais	Siege_Tencin		Q3227229	Literary work
Bauer-Funke_1998b	45849	45867	390333	365	Le siège de Calais	Siege_Tencin		Q3227229	Literary work
Bauer-Funke_1998b	46251	46269	390355	368	Gabrielle de Vergy	Gabrielle_Belloy		Q48755369	Literary work
Bauer-Funke_1998b	46278	46294	390377	368	Gaston et Bayard	Gaston_Belloy			Literary work
Bauer-Funke_1998b	46306	46321	390399	368	Pierre le Cruel	Pierre_Belloy			Literary work
Bauer-Funke_1998b	48263	48300	390443	384	Essai sur le genre dramatique sérieux	Serieux_Beaumarchais			WORK
Bauer-Funke_1998b	48358	48365	390465	384	Eugénie	Eugenie_Beaumarchais		Q3060256	Literary work
Bauer-Funke_1998b	48630	48677	390517	388	Du théátre ou Nouvel essai sur l’art dramatique	Theatre_Mercier			WORK
Bauer-Funke_1998b	49983	49998	390555	400	le fils naturel	Fils_Diderot	Q2328	Q3222842	Literary work
Bauer-Funke_1998b	50010	50028	390577	400	Le pére de famille	Pere_Diderot		Q3226137	Literary work
Bauer-Funke_1998b	51230	51246	390615	411	Colin et Colette	Colin_Beaumarchais			Literary work
Bauer-Funke_1998b	51248	51290	390637	411	Les députés de la Halle et du Gros-Caillou	Deputes_Beaumarchais			Literary work
Bauer-Funke_1998b	51295	51315	390659	411	jean-Bête à la foire	Jean-Bete_Beaumarchais			Literary work
Bauer-Funke_1998b	51423	51430	390681	412	Eugénie	Eugenie_Beaumarchais		Q3060256	Literary work
Bauer-Funke_1998b	51442	51455	390703	412	Les deux amis	Amis_Beaumarchais		Q3231985	Literary work
Bauer-Funke_1998b	51578	51594	390725	413	La mère coupable	Mere_Beaumarchais		Q762704	Literary work
Bauer-Funke_1998b	51725	51746	390747	414	Le barbier de Séville	Barbier_Beaumarchais		Q632743	Literary work
Bauer-Funke_1998b	51759	51798	390769	414	La folle journée ou Le mariage de Figaro	Figaro_Beaumarchais		Q1199684	Literary work
Bauer-Funke_1998b	51807	51853	390821	415	Le barbier de Séville ou La précaution inutile	Barbier_Beaumarchais		Q632743	Literary work
Bauer-Funke_1998b	51913	51931	390843	415	L'école des femmes	Ecole_Moliere		Q937443	Literary work
Bauer-Funke_1998b	53243	53264	390865	431	Le barbier de Séville	Barbier_Beaumarchais		Q632743	Literary work
Bauer-Funke_1998b	53457	53497	390997	433	La folle journée ou Le mariage de Figaro	Figaro_Beaumarchais		Q1199684	Literary work
Bauer-Funke_1998b	53825	53845	391019	437	Le mariage de Figaro	Figaro_Beaumarchais		Q1199684	Literary work
Bauer-Funke_1998b	56387	56423	391041	458	L'autre Tartuffe ou la mère coupable	Mere_Beaumarchais		Q762704	Literary work
Bauer-Funke_1998b	56461	56468	391063	459	Eugénie	Eugenie_Beaumarchais		Q3060256	Literary work
Bauer-Funke_1998b	56473	56486	391085	459	Les deux amis	Amis_Beaumarchais		Q3231985	Literary work
Bauer-Funke_1998b	57448	57464	391171	467	Tableau de Paris	Tableau_Mercier		Q3513445	Literary work
Bauer-Funke_1998b	57811	57832	391193	470	Histoire de la France	France_Mercier			WORK
Bauer-Funke_1998b	57850	57890	391215	470	Néologie ou Vocabulaire de mots nouveaux	Neologie_Mercier			WORK
Bauer-Funke_1998b	58312	58345	391237	475	Jenneval ou Le Barnevelt français	Jenneval_Mercier			Literary work
Bauer-Funke_1998b	58354	58379	391259	475	La brouette du vinaigrier	Brouette_Mercier		Q3206900	Literary work
Bauer-Funke_1998b	58388	58400	391281	475	Le déserteur	Deserteur_Monsigny		Q3066486	Literary work
Bauer-Funke_1998b	58473	58486	391303	476	Jean Hennuyer	Hennuyer_Mercier			Literary work
Bauer-Funke_1998b	58495	58514	391325	476	La mort de Louis XI	Mort_Mercier			Literary work
Bauer-Funke_1998b	58523	58546	391347	476	Montesquieu à Marseille	Montesquieu_Mercier			Literary work
Bauer-Funke_1998b	58559	58579	391369	476	La maison de Molière	Maison_Mercier			Literary work
Bauer-Funke_1998b	58711	58743	391391	477	Le vieillard et ses trois filles	Vieillard_Mercier			Literary work
Bauer-Funke_1998b	58756	58765	391413	477	King Lear	Lear_Shakespeare		Q181598	Literary work
Bauer-Funke_1998b	58771	58793	391435	477	Les tombeaux de Vérone	Tombeaux_Mercier			Literary work
Bauer-Funke_1998b	58806	58821	391457	477	Romeo and Julia	Romeo_Shakespeare		Q83186	Literary work
Bauer-Funke_1998b	58826	58838	391479	477	Jeanne d'Arc	Jeanne_Mercier			Literary work
Bauer-Funke_1998b	58935	58960	391501	478	La brouette du vinaigrier	Brouette_Mercier		Q3206900	Literary work
Bauer-Funke_1998b	60609	60621	391515	493	Le déserteur	Deserteur_Monsigny		Q3066486	Literary work
Bauer-Funke_1998b	60695	60723	391537	494	Le philosophe sans le savoir	Philosophe_Sedaine		Q3225581	Literary work
Bauer-Funke_1998b	63774	63796	391575	517	La chercheuse d'esprit	Chercheuse_Favart		Q3207321	Literary work
Bauer-Funke_1998b	64579	64623	391597	524	conte moral Soliman II ou Les trois sultanes	Soliman_Favart		Q111732477	Literary work
Bauer-Funke_1998b	64664	64698	391619	525	Les amours de Bastien et Bastienne	Bastien_Favart			Literary work
Bauer-Funke_1998b	64971	64991	391641	527	L'Anglais à Bordeaux	Anglais_Favart		Q3202020	Literary work
Bauer-Funke_1998b	65545	65561	391655	534	Annette et Lubin	Annette_Favart		Q2851513	Literary work
Bauer-Funke_1998b	65820	65836	391677	537	Annette et Lubin	Annette_Favart		Q2851513	Literary work
Bauer-Funke_1998b	65878	65889	391699	537	conte moral	Moraux_Marmontel	Q1426	Q107289374	Literary work
Bauer-Funke_1998b	67512	67557	391721	549	Théâtre des boulevards ou Recueil des parades	Boulevards_Gueullette			Literary work
Bauer-Funke_1998b	67691	67711	391743	551	Jean-Bête à la foire	Jean-Bete_Beaumarchais			Literary work
Bauer-Funke_1998b	67800	67814	391787	552	Léandre fiacre	Leandre_Gueullette			Literary work
Bauer-Funke_1998b	67816	67834	391831	552	La chaste Isabelle	Isabelle_Gueullette			Literary work
Bauer-Funke_1998b	67836	67861	391853	552	Isabelle grosse par vertu	Vertu_Gueullette			Literary work
Bauer-Funke_1998b	67901	67925	391765	552	Théâtre du XVIIIe siècle	Theatre_Collectif			Literary work
Bauer-Funke_1998b	68091	68098	391875	554	Parades	Parades_Beaumarchais			Literary work
Bauer-Funke_1998b	68734	68760	391897	557	Lettres de la Grenouillère	Grenouillere_Vade			Literary work
Bauer-Funke_1998b	68868	68910	391919	558	Les députés de la Halle et du Gros-Caillou	Deputes_Beaumarchais			Literary work
Bauer-Funke_1998b	70062	70093	391963	568	Proverbes et comédies posthumes	Proverbes_Carmontelle			Literary work
Bauer-Funke_1998b	70137	70160	391985	569	Théâtre du XVIIIᵉ siècle	Proverbes_Carmontelle			Literary work
Bauer-Funke_1998b	70242	70255	392007	569	Les deux amis	Proverbes_Carmontelle			Literary work
Bauer-Funke_1998b	70257	70267	392029	569	Alménorade	Proverbes_Carmontelle			Literary work
Bauer-Funke_1998b	70269	70293	392051	569	Le peintre en cul-de-sac	Proverbes_Carmontelle			Literary work
Bauer-Funke_1998b	70295	70314	392073	569	Le chanteur italien	Proverbes_Carmontelle			Literary work
Bauer-Funke_1998b	70316	70326	392095	569	Le boudoir	Proverbes_Carmontelle			Literary work
Bauer-Funke_1998b	70328	70346	392117	569	La robe de chambre	Proverbes_Carmontelle			Literary work
Bauer-Funke_1998b	70631	70643	392147	573	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	72748	72785	392161	592	Discours sur les sciences et les arts	Sciences_Rousseau		Q129450	WORK
Bauer-Funke_1998b	72882	72901	392183	593	Le devin du village	Devin_Rousseau		Q129293	Literary work
Bauer-Funke_1998b	73032	73069	392205	594	Discours sur l'origine de l'inégalité	L'Inegalite_Rousseau		Q135598	WORK
Bauer-Funke_1998b	73431	73443	392249	598	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	73707	73712	392279	601	Emile	Emile_Rousseau	Q1027	Q913599	Literary work
Bauer-Funke_1998b	74193	74230	392293	607	Discours sur les sciences et les arts	Sciences_Rousseau		Q129450	WORK
Bauer-Funke_1998b	75085	75093	392315	613	Discours				WORK
Bauer-Funke_1998b	75172	75244	392337	614	Discours sur l'origine et les fondements de I inégalité parmi les hommes	L'Inegalite_Rousseau		Q135598	WORK
Bauer-Funke_1998b	76694	76732	392359	624	Lettre à d'Alembert sur les spectacles	D'Alembert_Rousseau		Q6533603	WORK
Bauer-Funke_1998b	77143	77171	392381	628	Julie ou La nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Bauer-Funke_1998b	79190	79197	392403	643	Werther	Werther_Goethe		Q151883	Literary work
Bauer-Funke_1998b	79295	79318	392439	645	Emile ou De l'éducation	Emile_Rousseau	Q1027	Q913599	Literary work
Bauer-Funke_1998b	81632	81682	392475	665	Du contrat social ou Principes du  droit politique	Contrat_Rousseau		Q190126	WORK
Bauer-Funke_1998b	82137	82151	392497	668	Contrat social	Contrat_Rousseau		Q190126	WORK
Bauer-Funke_1998b	82388	82402	392519	670	Contrat social	Contrat_Rousseau		Q190126	WORK
Bauer-Funke_1998b	82600	82611	392541	672	Confessions	Confessions_Rousseau		Q1207595	Literary work
Bauer-Funke_1998b	82814	82825	392563	674	Confessions	Confessions_Rousseau		Q1207595	Literary work
Bauer-Funke_1998b	82881	82892	392585	675	Confessions	Confessions_Rousseau		Q1207595	Literary work
Bauer-Funke_1998b	84544	84555	392607	684	Confessions	Confessions_Rousseau		Q1207595	Literary work
Bauer-Funke_1998b	84719	84759	392629	685	Dialogues: Rousseau juge de jean-jacques	Juge_Rousseau		Q21055122	Literary work
Bauer-Funke_1998b	85014	85025	392659	686	Confessions	Confessions_Rousseau		Q1207595	Literary work
Bauer-Funke_1998b	85068	85103	392681	687	Les rêveries du promeneur solitaire	Reveries_Rousseau		Q129476	Literary work
Bauer-Funke_1998b	85162	85173	392703	687	Confessions	Confessions_Rousseau		Q1207595	Literary work
Bauer-Funke_1998b	86259	86279	392725	696	Liaisons dangereuses	Liaisons_Laclos	Q1053	Q862050	Literary work
Bauer-Funke_1998b	86380	86397	392747	697	Adèle et Théodore	Adele_Genlis	Q1054		Literary work
Bauer-Funke_1998b	87116	87132	392835	702	Paul et Virginie	Paul_Bernardin		Q2293012	Literary work
Bauer-Funke_1998b	87773	87794	392857	707	Les bijoux indiscrets	Bijoux_Diderot		Q1218663	Literary work
Bauer-Funke_1998b	87824	87848	392879	707	Les liaisons dangereuses	Liaisons_Laclos	Q1053	Q862050	Literary work
Bauer-Funke_1998b	87879	87913	392901	707	Les amours du chevalier de Faublas	Amours_Couvray	Q1077	Q3230528	Literary work
Bauer-Funke_1998b	88104	88113	392923	710	Bélisaire	Belisaire_Marmontel	Q1033	Q5005038	Literary work
Bauer-Funke_1998b	88178	88187	392945	710	Les Incas	Incas_Marmontel	Q1048	Q106889862	Literary work
Bauer-Funke_1998b	88336	88370	392967	712	L'an 2440. Rêve s'il en fût jamais	L'An_Mercier	Q1039	Q82530	Literary work
Bauer-Funke_1998b	88448	88470	392989	712	La découverte australe	Decouverte_Retif		Q19819285	Literary work
Bauer-Funke_1998b	89018	89036	393003	720	La vie de Marianne	Marianne_Marivaux		Q3213603	Literary work
Bauer-Funke_1998b	89316	89349	393017	723	Lettres de Mistress Fanni Butlerd	Fanni_Riccoboni	Q1016		Literary work
Bauer-Funke_1998b	89996	90024	393039	730	Julie ou La nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Bauer-Funke_1998b	90517	90531	393061	736	Denis le tyran	Denis_Marmontel			Literary work
Bauer-Funke_1998b	90543	90553	393083	736	Aristomène	Aristomene_Marmontel			Literary work
Bauer-Funke_1998b	90660	90677	393105	737	Mercure de France	Mercure_Collectif		Q186225	WORK
Bauer-Funke_1998b	90725	90738	393127	738	contes moraux	Moraux_Marmontel	Q1426	Q107289374	Literary work
Bauer-Funke_1998b	90786	90798	393149	739	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_1998b	91155	91163	393171	742	Mémoires	Memoires_Marmontel			Literary work
