text	NE_begin	NE_end	NE_id	sentence	work title	Identifier	MiMoTextBase_ID	Wikidata	type
Bauer-Funke_2008a	25776	25806	75779	112	„Julie ou La nouvelle Héloïse“	Julie_Rousseau	Q1429	Q129289	Literary work
Bauer-Funke_2008a	26047	26082	75821	113	„Lettres de Mistriss Fanni Butlerd“	Fanni_Riccoboni	Q1016		Literary work
Bauer-Funke_2008a	26112	26121	75851	113	„Caliste“	Caliste_Charriere	Q2240	Q19136090	Literary work
Bauer-Funke_2008a	26194	26212	75905	113	„Paul et Virginie“	Paul_Bernardin		Q2293012	Literary work
Bauer-Funke_2008a	26308	26334	75935	113	„Les liaisons dangereuses“	Liaisons_Laclos	Q1053	Q862050	Literary work
Bauer-Funke_2008a	26617	26652	76025	114	„Les cent vingt journées de Sodome“	Sodome_Sade		Q1210734	Literary work
Bauer-Funke_2008a	26660	26697	76055	114	„Justine ou Les malheurs de la vertu“	Justine_Sade	Q1078	Q1329470	Literary work
Bauer-Funke_2008a	26785	26796	76121	115	„Bélisaire“	Belisaire_Marmontel	Q1033	Q5005038	Literary work
Bauer-Funke_2008a	26808	26819	76151	115	„Les Incas“	Incas_Marmontel	Q1048	Q106889862	Literary work
Bauer-Funke_2008a	27269	27293	76193	116	„Candide ou L’optimisme“	Candide_Voltaire	Q1022	Q215894	Literary work
Bauer-Funke_2008a	27554	27576	76265	117	„Zadig ou La destinée“	Zadig_Voltaire		Q140057	Literary work
Bauer-Funke_2008a	28522	28545	76307	122	„Le barbier de Séville“	Barbier_Beaumarchais		Q632743	Literary work
Bauer-Funke_2008a	28557	28599	76337	122	„La folle journée ou Le mariage de Figaro“	Figaro_Beaumarchais		Q1199684	Literary work
Bauer-Funke_2008a	29267	29287	76391	126	„Le diable amoureux“	Diable_Cazotte	Q1040	Q1994609	Literary work
Bauer-Funke_2008a	30141	30178	76433	132	„Hymne pour la fête de la Fédération“	Hymne_Chenier			Literary work
Bauer-Funke_2008a	30226	30255	76549	132	„Poème à la louange de Marat“	Poeme_Lebrun			Literary work
Bauer-Funke_2008a	30437	30451	76591	134	„Encyclopédie“	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_2008a	30558	30597	76633	134	„Réflexions sur l’esclavage des nègres“	Negres_Condorcet		Q3454750	WORK
Bauer-Funke_2008a	30651	30714	76663	134	„Rapport sur l’organisation générale de l'instruction publique“	Rapport_Condorcet			WORK
Bauer-Funke_2008a	30965	31030	76705	135	„Esquisse d’un tableau historique des progrès de l’esprit humain“	Esquisse_Condorcet		Q55596793	WORK
Bauer-Funke_2008a	31440	31475	76747	138	„Charles IX ou La Saint-Barthélemy“	Charles_Chenier			Literary work
Bauer-Funke_2008a	31483	31493	76777	138	„Timoléon“	Timoleon_Chenier			Literary work
Bauer-Funke_2008a	31533	31557	76819	138	„Le Philinte de Molière“	Philinte_D'Eglantine		Q111070600	Literary work
Bauer-Funke_2008a	31625	31655	76885	138	„Le jugement dernier des rois“	Jugement_Marechal			Literary work
Bauer-Funke_2008a	31826	31844	76927	140	„Adèle de Sénange“	Adele_Souza	Q1082		Literary work
Bauer-Funke_2008a	31868	31883	76981	140	„Claire d’Albe“	Claire_Cottin	Q1099	Q2975140	Literary work
Bauer-Funke_2008a	31996	32021	77023	140	„Les chevaliers du cygne“	Chevaliers_Genlis	Q1084		Literary work
Bauer-Funke_2008a	32100	32132	77065	140	„Victor ou L’enfant de la forêt“	Victor_Ducray-Duminil	Q2567	Q109921696	Literary work
Bauer-Funke_2008a	32165	32200	77095	140	„Pauliska ou La perversité moderne“	Pauliska_Saint-Cyr	Q1094	Q3372783	Literary work
Bauer-Funke_2008a	32689	32698	77209	142	„Justine“	Justine_Sade	Q1078	Q1329470	Literary work
Bauer-Funke_2008a	32710	32750	77239	142	„Anti-Justine ou Les délices de l'amour“	L'Anti-Justine_Retif	Q1093	Q107413012	Literary work
Bauer-Funke_2008a	32874	32884	77293	143	„L’émigré“	L'Emigre_Meilhan	Q1090		Literary work
Bauer-Funke_2008a	33213	33223	77335	145	„Mémoires“	Memoires_Roland		Q107206236	Literary work
Bauer-Funke_2008a	33240	33258	77425	145	„Monsieur Nicolas“	Nicolas_Retif		Q3321423	Literary work
Bauer-Funke_2008a	33292	33352	77455	145	„Mémoires d’un père pour servir à l’instruction des enfants“	Memoires_Marmontel			Literary work
Bauer-Funke_2008a	33557	33575	77557	146	„La jeune captive“	Jeune_Chenier		Q107277662	Literary work
Bauer-Funke_2008a	33608	33638	77587	146	„Consolations de ma captivité“	Consolations_Roucher			Literary work
Bauer-Funke_2008b	532	561	35723	4	„Le siècle de Louis le Grand“	Louis_Perrault		Q19199701	Literary work
Bauer-Funke_2008b	870	914	35769	6	„Digression sur les anciens et les modernes“	Digression_Fontenelle		Q19165001	WORK
Bauer-Funke_2008b	1082	1110	35807	6	„Réflexions sur la poétique“	Reflexions_Rapin			WORK
Bauer-Funke_2008b	1187	1226	35875	7	„Parallèle des anciens et des modernes“	Parallele_Perrault			WORK
Bauer-Funke_2008b	1460	1481	35913	8	„Discours sur Homère“	Homere_Motte			WORK
Bauer-Funke_2008b	1599	1627	35951	8	„Réflexions sur la critique“	Critique_Motte		Q19226805	WORK
Bauer-Funke_2008b	2732	2783	36037	14	„Réflexions critiques sur la poésie et la peinture“	Reflexions_Dubos		Q3454748	WORK
Bauer-Funke_2008b	3316	3332	36059	16	„Temple du goût“	Temple_Voltaire		Q107169055	Literary work
Bauer-Funke_2008b	4055	4069	36081	18	„Encyclopédie“	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_2008b	4088	4094	36759	18	„Goüt“	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_2008b	4139	4167	36103	18	„Dictionnaire philosophique“	Dictionnaire_Voltaire		Q656976	WORK
Bauer-Funke_2008b	4314	4357	36125	19	„Les beaux-arts réduits à un même principe“	Beaux-Arts_Batteux		Q19208765	WORK
Bauer-Funke_2008b	4843	4857	36187	22	„Encyclopédie“	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_2008b	4960	4974	36209	23	„Encyclopédie“	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_2008b	5006	5065	36231	23	„Essai sur le goût dans les choses delà nature et de l’art“	Gout_Montesquieu		Q18214696	WORK
Bauer-Funke_2008b	5294	5300	36789	25	„Beau“	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_2008b	5305	5319	36253	25	„Encyclopédie“	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_2008b	5339	5347	36283	25	„Salons“	Salons_Diderot		Q3470190	WORK
Bauer-Funke_2008b	5389	5416	36305	25	„Correspondance littéraire“	Correspondance_Diderot		Q1135325	WORK
Bauer-Funke_2008b	5666	5691	36335	27	„Emile ou De l'éducation”	Emile_Rousseau	Q1027	Q913599	Literary work
Bauer-Funke_2008b	5922	5941	36357	28	„Essai sur le goût“	Gout_Montesquieu		Q18214696	WORK
Bauer-Funke_2008b	7635	7642	36395	39	„Zaire“	Zaire_Voltaire		Q377950	Literary work
Bauer-Funke_2008b	7650	7672	36417	39	„Adélaïde du Guesclin“	Adelaide_Voltaire		Q41747761	Literary work
Bauer-Funke_2008b	7801	7809	36439	39	„Alzire“	Alzire_Voltaire		Q3613499	Literary work
Bauer-Funke_2008b	7835	7872	36461	39	„Le fanatisme ou Mahomet le prophète“	Fanatisme_Voltaire		Q1431518	Literary work
Bauer-Funke_2008b	7891	7915	36483	39	„L’orphelin de la Chine“	L'Orphelin_Voltaire		Q3204706	Literary work
Bauer-Funke_2008b	8078	8090	36505	40	„Sétniramis“	Semiramis_Voltaire		Q21236679	Literary work
Bauer-Funke_2008b	9239	9265	37019	45	„Les illustres Françaises“	Illustres_Challe		Q3233293	Literary work
Bauer-Funke_2008b	9318	9336	37041	45	„Lettres persanes“	Persanes_Montesquieu		Q1050479	Literary work
Bauer-Funke_2008b	9387	9403	37063	45	„Paysan parvenu“	Parvenu_Marivaux		Q3225376	Literary work
Bauer-Funke_2008b	9822	9835	37093	47	„La Henriade“	Henriade_Voltaire		Q1990294	Literary work
Bauer-Funke_2008b	10882	10917	37107	52	„Discours sur la poésie dramatique“	Dramatique_Diderot			WORK
Bauer-Funke_2008b	10942	10962	37151	52	„Le neveu de Rameau“	Neveu_Diderot		Q1336786	Literary work
Bauer-Funke_2008b	11257	11289	37173	54	„Entretiens sur Le fils naturel“	Dorval_Diderot			WORK
Bauer-Funke_2008b	11315	11350	37129	54	„Discours sur la poésie dramatique“	Dramatique_Diderot			WORK
Bauer-Funke_2008b	11655	11694	37187	55	„Essai sur le genre dramatique sérieux“	Serieux_Beaumarchais			WORK
Bauer-Funke_2008b	11866	11889	37217	56	„Le barbier de Séville“	Barbier_Beaumarchais		Q632743	Literary work
Bauer-Funke_2008b	11901	11943	37239	56	„La folle journée ou Le mariage de Figaro“	Figaro_Beaumarchais		Q1199684	Literary work
Bauer-Funke_2008b	12158	12207	37261	57	„Du théâtre ou Nouvel essai sur l’art dramatique“	Theatre_Mercier			WORK
Bauer-Funke_2008b	12747	12780	37283	60	"„Traité sur l’origine des romans"""	Romans_Huet		Q448154	WORK
Bauer-Funke_2008b	13036	13043	37313	61	„Roman“	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_2008b	13048	13062	37335	61	„Encyclopédie“	Encyclopedie_Diderot		Q29386025	WORK
Bauer-Funke_2008b	13371	13401	37357	62	„Julie ou La nouvelle Héloïse“	Julie_Rousseau	Q1429	Q129289	Literary work
Bauer-Funke_2008b	13591	13604	37379	63	„Confessions“	Confessions_Rousseau		Q1207595	Literary work
Bauer-Funke_2008b	15169	15205	37483	72	„De la liberté du théâtre en France“	Liberte_Chenier			WORK
Bauer-Funke_2008b	15408	15443	37505	72	„Charles IX ou La Saint-Barthélemy”	Charles_Chenier			Literary work
Bauer-Funke_2008b	15452	15468	37527	72	„Caïus Gracchus“	Gracchus_Chenier			Literary work
Bauer-Funke_2008b	15480	15490	37549	72	",Timoléon"""	Timoleon_Chenier			Literary work
Bauer-Funke_2008b	16162	16172	37579	78	„L'émigré”	L'Emigre_Meilhan	Q1090		Literary work
Brockmeier_1981a	387	418	426442	7	Le Portefeuille d’un philosophe	Portefeuille_Laurens			WORK
Brockmeier_1981a	543	558	426464	7	»Das Vorurteil«				Literary work
Brockmeier_1981a	1457	1487	426486	16	Portefeuille eines Philosophen	Portefeuille_Laurens			WORK
Brockmeier_1981a	1503	1559	426508	16	Betrachtungen über die Prozesse wegen ehelicher Impotenz				WORK
Brockmeier_1981a	2512	2524	426530	21	Portefeuille	Portefeuille_Laurens			WORK
Brockmeier_1981a	3286	3321	426560	27	Dictionnaire philosophique portatif	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	4666	4692	426582	33	Dictionnaire philosophique	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	4699	4709	426604	33	»Préjugés«	Prejuges_Chaumeix			WORK
Brockmeier_1981a	10538	10550	426634	69	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Brockmeier_1981a	10879	10892	426656	71	»Philosophie«	Boudoir_Sade	Q1086	Q1215417	WORK
Brockmeier_1981a	10897	10909	426678	71	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Brockmeier_1981a	13140	13161	426708	84	Discours préliminaire	Discours_d'Alembert		Q3030210	WORK
Brockmeier_1981a	13166	13178	426730	84	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Brockmeier_1981a	13665	13686	426744	87	Discours préliminaire	Discours_d'Alembert		Q3030210	WORK
Brockmeier_1981a	14552	14559	426788	92	»Homme«	Encyclopedie_Diderot		Q29386025	WORK
Brockmeier_1981a	14564	14576	426766	92	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Brockmeier_1981a	16381	16393	426818	104	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Brockmeier_1981a	16400	16407	426840	104	»Homme«	Encyclopedie_Diderot		Q29386025	WORK
Brockmeier_1981a	17816	17828	426862	109	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Brockmeier_1981a	21274	21284	426892	127	Caractères	Caracteres_Bruyere		Q1648784	WORK
Brockmeier_1981a	21886	21914	426914	131	Nouveaux Dialogues des Morts	Morts_Fontenelle		Q42193560	Literary work
Brockmeier_1981a	22603	22613	426936	135	Caractères	Caracteres_Bruyere		Q1648784	WORK
Brockmeier_1981a	23026	23044	426958	138	Nouveaux dialogues	Morts_Fontenelle		Q42193560	Literary work
Brockmeier_1981a	23235	23245	426980	139	Caractères	Caracteres_Bruyere		Q1648784	WORK
Brockmeier_1981a	23698	23708	427002	143	Caractères	Caracteres_Bruyere		Q1648784	WORK
Brockmeier_1981a	25440	25458	427080	155	Nouveaux dialogues	Morts_Fontenelle		Q42193560	Literary work
Brockmeier_1981a	26324	26353	427102	160	Fontenelle und die Aufklärung				WORK
Brockmeier_1981a	26471	26509	427124	161	Entretiens sur la pluralité des mondes	Entretiens_Fontenelle		Q776279	WORK
Brockmeier_1981a	26755	26765	427146	163	Micromegas	Micromegas_Voltaire	Q1011	Q1785978	Literary work
Brockmeier_1981a	27265	27272	427168	165	Pensées	Pensees_Diderot		Q3374872	WORK
Brockmeier_1981a	31397	31417	427198	188	Système de la nature	Systeme_Holbach		Q1111930	WORK
Brockmeier_1981a	31580	31617	427242	190	Mémoire des pensees et des sentiments	Memoire_Meslier			Literary work
Brockmeier_1981a	32493	32500	427220	194	Mémoire	Memoire_Meslier			Literary work
Brockmeier_1981a	32506	32512	427264	194	Œuvres				WORK
Brockmeier_1981a	34366	34379	427318	204	Apostelgesch.				WORK
Brockmeier_1981a	34593	34600	427340	205	Mémoire	Memoire_Meslier			Literary work
Brockmeier_1981a	34606	34612	427362	205	Œuvres				Literary work
Brockmeier_1981a	34771	34778	427384	206	Mémoire	Memoire_Meslier			Literary work
Brockmeier_1981a	35118	35125	427406	207	Mémoire	Memoire_Meslier			Literary work
Brockmeier_1981a	36178	36185	427428	215	Mémoire	Memoire_Meslier			Literary work
Brockmeier_1981a	36191	36197	427450	215	Œuvres				Literary work
Brockmeier_1981a	36684	36692	427544	220	Matthäus				WORK
Brockmeier_1981a	38392	38409	427566	234	Ausgewählte Texte	Texte_D'Holbach			WORK
Brockmeier_1981a	40737	40754	427596	246	Ausgewählte Texte	Texte_D'Holbach			WORK
Brockmeier_1981a	42333	42366	427618	256	Philosophischen Taschenwörterbuch	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	44148	44174	427640	266	Dictionnaire philosophique	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	44586	44594	427670	269	»Carême«	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	44844	44856	427692	271	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Brockmeier_1981a	44935	44953	427714	272	Der Neue Brockhaus	Brockhaus_Divers			WORK
Brockmeier_1981a	45062	45094	427736	272	Le grand carême, Le petit carême				WORK
Brockmeier_1981a	48559	48585	427766	295	Dictionnaire philosophique	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	48594	48599	427788	295	»Foi«	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	48601	48608	427810	295	»Folie«	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	48610	48617	427832	295	»Grace«	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	48619	48629	427854	295	» Pretres«	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	48631	48644	427876	295	» Prophetes «	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	48646	48662	427898	295	» Resurrection «	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	48664	48678	427920	295	» Theologien «	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	48680	48701	427942	295	»Transsubstantiation«	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	48703	48710	427964	295	»Vertu«	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	50376	50394	428016	304	Le vrai philosophe	Vrai_Boncerf			WORK
Brockmeier_1981a	51139	51165	428038	307	Dictionnaire philosophique	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	51167	51177	428060	307	»Préjugés«	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	53993	54001	428090	325	»Peuple«	Encyclopedie_Diderot		Q29386025	WORK
Brockmeier_1981a	54006	54018	428112	325	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Brockmeier_1981a	58599	58610	428142	362	»Propriete«	Questions_Voltaire		Q109042483	WORK
Brockmeier_1981a	58619	58647	428186	362	Questions sur l’Encyclopédie	Questions_Voltaire		Q109042483	WORK
Brockmeier_1981a	61560	61585	428224	390	Was ist der dritte Stand?	Tiers-Etat_Sieyes		Q3141613	WORK
Brockmeier_1981a	62130	62138	428246	393	»Peuple«	Encyclopedie_Diderot		Q29386025	WORK
Brockmeier_1981a	62147	62159	428268	393	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Brockmeier_1981a	66457	66473	428298	421	Lettres persanes	Persanes_Montesquieu		Q1050479	Literary work
Brockmeier_1981a	67864	67881	428350	430	Persischen Briefe	Persanes_Montesquieu		Q1050479	Literary work
Brockmeier_1981a	68179	68195	428328	433	Lettres persanes	Persanes_Montesquieu		Q1050479	Literary work
Brockmeier_1981a	70906	70922	428380	450	Lettres persanes	Persanes_Montesquieu		Q1050479	Literary work
Brockmeier_1981a	71112	71128	428402	451	Lettres persanes	Persanes_Montesquieu		Q1050479	Literary work
Brockmeier_1981a	74161	74191	428424	473	Histoire économique et sociale				WORK
Brockmeier_1981a	74706	74722	428454	476	Lettres persanes	Persanes_Montesquieu		Q1050479	Literary work
Brockmeier_1981a	77117	77133	428476	493	Lettres persanes	Persanes_Montesquieu		Q1050479	Literary work
Brockmeier_1981a	78057	78079	428506	499	Aventures de Telemaque	Telemaque_Fenelon		Q421615	Literary work
Brockmeier_1981a	79635	79653	428536	511	Persischen Briefen	Persanes_Montesquieu		Q1050479	Literary work
Brockmeier_1981a	80512	80528	428558	516	Lettres persanes	Persanes_Montesquieu		Q1050479	Literary work
Brockmeier_1981a	81950	81967	428580	528	Persischen Briefe	Persanes_Montesquieu		Q1050479	Literary work
Brockmeier_1981a	83524	83540	428602	539	Lettres persanes	Persanes_Montesquieu		Q1050479	Literary work
Brockmeier_1981a	84812	84830	428624	547	L’Ile des esclaves	Esclaves_Marivaux		Q3205719	Literary work
Brockmeier_1981a	85692	85702	428654	552	Caractères	Caracteres_Bruyere		Q1648784	WORK
Brockmeier_1981a	87016	87034	428676	561	L’Ile des esclaves	Esclaves_Marivaux		Q3205719	Literary work
Brockmeier_1981a	88492	88499	428698	571	»Vertu«	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	88504	88530	428720	571	Dictionnaire philosophique	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	89835	89853	428750	577	L’Ile des esclaves	Esclaves_Marivaux		Q3205719	Literary work
Brockmeier_1981a	95448	95476	428780	612	Julie ou La Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Brockmeier_1981a	95489	95513	428824	612	Les Liaisons dangereuses	Liaisons_Laclos	Q1053	Q862050	Literary work
Brockmeier_1981a	95527	95535	428846	612	Juliette	Juliette_Sade	Q2592	Q540894	Literary work
Brockmeier_1981a	95669	95691	428868	613	Le Spectateur Français	Spectateur_Marivaux			WORK
Brockmeier_1981a	96395	96403	428890	616	Journaux				WORK
Brockmeier_1981a	97261	97278	428912	623	Le Paysan parvenu	Parvenu_Marivaux		Q3225376	Literary work
Brockmeier_1981a	97522	97543	428942	625	Bourgeois gentilhomme	Bourgeois_Moliere		Q1054372	Literary work
Brockmeier_1981a	97762	97779	428964	626	Le Paysan parvenu	Parvenu_Marivaux		Q3225376	Literary work
Brockmeier_1981a	100890	100904	428994	650	Paysan parvenu	Parvenu_Marivaux		Q3225376	Literary work
Brockmeier_1981a	107756	107794	429062	692	Le monde comme il va. Vision de Babouc	Monde_Voltaire		Q3224656	Literary work
Brockmeier_1981a	107803	107825	429092	692	Candide ou l’Optimisme	Candide_Voltaire	Q1022	Q215894	Literary work
Brockmeier_1981a	108787	108803	429122	700	Lettres persanes	Persanes_Montesquieu		Q1050479	Literary work
Brockmeier_1981a	110540	110560	429160	709	Le monde comme il va	Monde_Voltaire		Q3224656	Literary work
Brockmeier_1981a	116610	116630	429198	754	Le monde comme il va	Monde_Voltaire		Q3224656	Literary work
Brockmeier_1981a	117852	117862	429242	760	Micromégas	Micromegas_Voltaire	Q1011	Q1785978	Literary work
Brockmeier_1981a	118126	118146	429220	762	Le monde comme il va	Monde_Voltaire		Q3224656	Literary work
Brockmeier_1981a	118333	118343	429264	764	Micromégas	Micromegas_Voltaire	Q1011	Q1785978	Literary work
Brockmeier_1981a	118655	118667	429286	767	Essay on Man	Man_Pope		Q3121862	WORK
Brockmeier_1981a	119329	119341	429316	780	Essay on Man	Man_Pope		Q3121862	WORK
Brockmeier_1981a	119829	119851	429360	783	Candide ou l’Optimisme	Candide_Voltaire	Q1022	Q215894	Literary work
Brockmeier_1981a	120406	120413	429338	786	Candide	Candide_Voltaire	Q1022	Q215894	Literary work
Brockmeier_1981a	125866	125873	429390	818	Candide	Candide_Voltaire	Q1022	Q215894	Literary work
Brockmeier_1981a	133202	133209	429428	863	Candide	Candide_Voltaire	Q1022	Q215894	Literary work
Brockmeier_1981a	136611	136644	429458	885	Discours sur l’economie politique	Citoyen_Rousseau		Q29543985	WORK
Brockmeier_1981a	140256	140264	429480	909	Discours	Sciences_Rousseau		Q129450	WORK
Brockmeier_1981a	140309	140386	429502	910	Si le rétablissement des sciences et des arts a contribué à épurer les Mœeurs	Sciences_Rousseau		Q129450	WORK
Brockmeier_1981a	141147	141184	429524	913	Discours sur les sciences et les arts	Sciences_Rousseau		Q129450	WORK
Brockmeier_1981a	145841	146002	429554	941	Discours sur cette question proposée par l’Académie de Dijon: Quelle est l’origine de l’inégalité parmi les hommes et si elle est autorisée par la loi naturelle?	L'Inegalite_Rousseau		Q135598	WORK
Brockmeier_1981a	147370	147407	429584	949	Discours sur l’origine de l’inégalité	L'Inegalite_Rousseau		Q135598	WORK
Brockmeier_1981a	154299	154313	429606	994	Contrat social	Contrat_Rousseau		Q190126	WORK
Brockmeier_1981a	154798	154812	429628	996	Contrat social	Contrat_Rousseau		Q190126	WORK
Brockmeier_1981a	155041	155070	429688	998	Julie ou la Nouvelle Heloi:Se	Julie_Rousseau	Q1429	Q129289	Literary work
Brockmeier_1981a	155599	155604	429710	1004	julie	Julie_Rousseau	Q1429	Q129289	Literary work
Brockmeier_1981a	158599	158615	429740	1025	Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Brockmeier_1981a	160895	160900	429762	1041	Julie	Julie_Rousseau	Q1429	Q129289	Literary work
Brockmeier_1981a	162372	162377	429792	1052	Julie	Julie_Rousseau	Q1429	Q129289	Literary work
Brockmeier_1981a	164344	164356	429814	1069	Le M... puni	Puni_Sade		Q19195900	Literary work
Brockmeier_1981a	167527	167547	429844	1094	Liaisons dangereuses	Liaisons_Laclos	Q1053	Q862050	Literary work
Brockmeier_1981a	168778	168804	429874	1103	Dictionnaire philosophique	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	168811	168818	429896	1103	»Vertu«	Dictionnaire_Voltaire		Q656976	WORK
Brockmeier_1981a	170874	170894	429918	1115	Histoire de Juliette	Juliette_Sade	Q2592	Q540894	Literary work
Brockmeier_1981a	172144	172162	429964	1125	Thérèse philosophe	Therese_Boyer		Q1507191	Literary work
Brockmeier_1981a	172749	172770	429986	1129	Les Bijoux indiscrets	Bijoux_Diderot		Q1218663	Literary work
Brockmeier_1981a	173793	173804	430008	1136	Ausgewäblte	Texte_D'Holbach			WORK
Brockmeier_1981a	175610	175627	430038	1151	Nou11elle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Brockmeier_1981a	176066	176086	430060	1155	Histoire de Juliette	Juliette_Sade	Q2592	Q540894	Literary work
Brockmeier_1981a	176212	176228	430082	1156	Œuvres complètes	Œuvres_Sade			WORK
Brockmeier_1981a	179948	179968	430112	1177	Histoire de Juliette	Juliette_Sade	Q2592	Q540894	Literary work
Brockmeier_1981a	179974	179990	430134	1177	Œuvres complètes	Œuvres_Sade			WORK
Brockmeier_1981a	180977	181004	430156	1184	Philosophie dans le boudoir	Boudoir_Sade	Q1086	Q1215417	WORK
Brockmeier_1981a	182642	182669	430178	1190	Philosophie dans le boudoir	Boudoir_Sade	Q1086	Q1215417	WORK
Brockmeier_1981a	182675	182691	430200	1190	Œuvres complètes	Œuvres_Sade			WORK
Brockmeier_1981a	183279	183291	430270	1196	Encyclopédie	Encyclopedie_Diderot		Q29386025	WORK
Brockmeier_1981a	183435	183515	430292	1196	Apologie de la philosophie. Contre ceux qui l’accusent des maux de la révolution	Apologie_Morellet			WORK
Brockmeier_1981a	188127	188141	430322	1221	Contrat social	Contrat_Rousseau		Q190126	WORK
Brockmeier_1981a	189448	189462	430352	1229	Contrat social	Contrat_Rousseau		Q190126	WORK
Brockmeier_2008a	2828	2839	73586	22	„Decameron“	Decameron_Boccaccio		Q16438	WORK
Brockmeier_2008a	2887	2899	73624	22	„Heptameron“	Heptameron_Navarre		Q1425915	Literary work
Brockmeier_2008a	3548	3554	72378	25	Molloy	Molloy_Beckett		Q1971806	Literary work
Brockmeier_2008a	3842	3850	73662	28	„Cligès“	Cliges_Troyes		Q1101434	Literary work
Brockmeier_2008a	4035	4045	73700	29	„Perceval“	Perceval_Troyes		Q1335337	Literary work
Brockmeier_2008a	4563	4585	73746	32	„La Chanson de Roland“	Chanson_Turold		Q185427	Literary work
Brockmeier_2008a	5758	5773	73784	38	„Comment c’est“	How_Beckett		Q498529	Literary work
Brockmeier_2008a	7002	7012	73830	46	„Mémoires“	Memoires_Commynes		Q50413751	Literary work
Brockmeier_2008a	7052	7075	73868	46	„Les oraisons funèbres“	Oraison_Bossuet		Q19221936	WORK
Brockmeier_2008a	7086	7106	73906	46	„Le neveu de Rameau“	Neveu_Diderot		Q1336786	Literary work
Brockmeier_2008a	7118	7157	73944	46	„Le tour de la France par deux enfants“	Tour_Bruno		Q2438369	Literary work
Brockmeier_2008a	7171	7189	73982	46	„Textes pour rien“	Nothing_Beckett		Q19949600	Literary work
Brockmeier_2008a	9122	9151	74020	58	„Il libro chiamato Decameron“	Decameron_Boccaccio		Q16438	WORK
Brockmeier_2008a	9500	9507	74066	61	„Yvain“	Yvain_Troyes		Q1928169	Literary work
Brockmeier_2008a	9581	9591	74104	62	„Perceval“	Perceval_Troyes		Q1335337	Literary work
Brockmeier_2008a	9758	9779	74142	64	„Le rouge et le noir“	Rouge_Stendhal		Q192649	Literary work
Brockmeier_2008a	9862	9874	74210	65	„L’Etranger“	L'Etranger_Camus		Q163297	Literary work
Brockmeier_2008a	9902	9912	74248	65	„La Chute“	Chute_Camus		Q690362	Literary work
Brockmeier_2008a	10066	10090	74286	67	„La Princesse de Cleves“	Princesse_Fayette		Q1157010	Literary work
Brockmeier_2008a	10109	10119	74324	67	„La Peste“	Peste_Camus		Q320372	Literary work
Brockmeier_2008a	11577	11596	74370	79	„Chanson de Roland“	Chanson_Turold		Q185427	Literary work
Brockmeier_2008a	11834	11846	74408	80	„Heptaméron“	Heptameron_Navarre		Q1425915	Literary work
Brockmeier_2008a	11961	11980	74446	81	„Chanson de Roland“	Chanson_Turold		Q185427	Literary work
Brockmeier_2008a	12040	12052	74484	81	„Pantagruel“	Pantagruel_Rabelais		Q822290	Literary work
